carparkID,name,carparkOccupancy,timestamp
66,Funan Mall,7,26-09-2023 00:00:00
66,Funan Mall,7,26-09-2023 00:01:00
66,Funan Mall,7,26-09-2023 00:02:00
66,Funan Mall,7,26-09-2023 00:03:00
66,Funan Mall,7,26-09-2023 00:04:00
66,Funan Mall,7,26-09-2023 00:05:00
66,Funan Mall,7,26-09-2023 00:06:00
66,Funan Mall,7,26-09-2023 00:07:00
66,Funan Mall,4,26-09-2023 00:08:00
66,Funan Mall,4,26-09-2023 00:09:00
66,Funan Mall,4,26-09-2023 00:10:01
66,Funan Mall,4,26-09-2023 00:11:00
66,Funan Mall,4,26-09-2023 00:12:01
66,Funan Mall,4,26-09-2023 00:13:01
66,Funan Mall,4,26-09-2023 00:14:01
66,Funan Mall,4,26-09-2023 00:15:01
66,Funan Mall,4,26-09-2023 00:16:00
66,Funan Mall,4,26-09-2023 00:17:00
66,Funan Mall,6,26-09-2023 00:18:00
66,Funan Mall,6,26-09-2023 00:19:00
66,Funan Mall,6,26-09-2023 00:20:00
66,Funan Mall,6,26-09-2023 00:21:00
66,Funan Mall,7,26-09-2023 00:22:00
66,Funan Mall,7,26-09-2023 00:23:00
66,Funan Mall,7,26-09-2023 00:24:00
66,Funan Mall,6,26-09-2023 00:25:00
66,Funan Mall,6,26-09-2023 00:26:00
66,Funan Mall,6,26-09-2023 00:27:00
66,Funan Mall,6,26-09-2023 00:28:00
66,Funan Mall,6,26-09-2023 00:29:00
66,Funan Mall,6,26-09-2023 00:30:00
66,Funan Mall,4,26-09-2023 00:31:00
66,Funan Mall,4,26-09-2023 00:32:00
66,Funan Mall,4,26-09-2023 00:33:00
66,Funan Mall,4,26-09-2023 00:34:00
66,Funan Mall,4,26-09-2023 00:35:00
66,Funan Mall,4,26-09-2023 00:36:00
66,Funan Mall,4,26-09-2023 00:37:00
66,Funan Mall,8,26-09-2023 00:38:00
66,Funan Mall,8,26-09-2023 00:39:00
66,Funan Mall,8,26-09-2023 00:40:00
66,Funan Mall,7,26-09-2023 00:41:00
66,Funan Mall,7,26-09-2023 00:42:01
66,Funan Mall,7,26-09-2023 00:43:00
66,Funan Mall,7,26-09-2023 00:44:01
66,Funan Mall,7,26-09-2023 00:45:00
66,Funan Mall,7,26-09-2023 00:46:01
66,Funan Mall,7,26-09-2023 00:47:01
66,Funan Mall,8,26-09-2023 00:48:01
66,Funan Mall,8,26-09-2023 00:49:00
66,Funan Mall,8,26-09-2023 00:50:00
66,Funan Mall,8,26-09-2023 00:51:00
66,Funan Mall,8,26-09-2023 00:52:00
66,Funan Mall,8,26-09-2023 00:53:00
66,Funan Mall,8,26-09-2023 00:54:00
66,Funan Mall,8,26-09-2023 00:55:00
66,Funan Mall,8,26-09-2023 00:56:00
66,Funan Mall,8,26-09-2023 00:57:00
66,Funan Mall,7,26-09-2023 00:58:00
66,Funan Mall,7,26-09-2023 00:59:00
66,Funan Mall,7,26-09-2023 01:00:12
66,Funan Mall,7,26-09-2023 01:01:00
66,Funan Mall,7,26-09-2023 01:02:01
66,Funan Mall,7,26-09-2023 01:03:00
66,Funan Mall,7,26-09-2023 01:04:01
66,Funan Mall,7,26-09-2023 01:05:00
66,Funan Mall,7,26-09-2023 01:06:01
66,Funan Mall,7,26-09-2023 01:07:00
66,Funan Mall,7,26-09-2023 01:08:01
66,Funan Mall,7,26-09-2023 01:09:01
66,Funan Mall,7,26-09-2023 01:10:01
66,Funan Mall,7,26-09-2023 01:11:01
66,Funan Mall,7,26-09-2023 01:12:00
66,Funan Mall,7,26-09-2023 01:13:00
66,Funan Mall,7,26-09-2023 01:14:00
66,Funan Mall,7,26-09-2023 01:15:00
66,Funan Mall,7,26-09-2023 01:16:00
66,Funan Mall,7,26-09-2023 01:17:00
66,Funan Mall,7,26-09-2023 01:18:00
66,Funan Mall,7,26-09-2023 01:19:00
66,Funan Mall,7,26-09-2023 01:20:00
66,Funan Mall,7,26-09-2023 01:21:00
66,Funan Mall,7,26-09-2023 01:22:00
66,Funan Mall,7,26-09-2023 01:23:00
66,Funan Mall,7,26-09-2023 01:24:00
66,Funan Mall,6,26-09-2023 01:25:00
66,Funan Mall,6,26-09-2023 01:26:00
66,Funan Mall,6,26-09-2023 01:27:00
66,Funan Mall,3,26-09-2023 02:10:02
66,Funan Mall,3,26-09-2023 02:11:00
66,Funan Mall,3,26-09-2023 02:12:01
66,Funan Mall,3,26-09-2023 02:13:01
66,Funan Mall,3,26-09-2023 02:14:01
66,Funan Mall,3,26-09-2023 02:15:01
66,Funan Mall,3,26-09-2023 02:16:01
66,Funan Mall,3,26-09-2023 02:17:00
66,Funan Mall,3,26-09-2023 02:18:00
66,Funan Mall,3,26-09-2023 02:19:00
66,Funan Mall,4,26-09-2023 02:20:00
66,Funan Mall,4,26-09-2023 02:21:00
66,Funan Mall,4,26-09-2023 02:22:00
66,Funan Mall,4,26-09-2023 02:23:00
66,Funan Mall,4,26-09-2023 02:24:00
66,Funan Mall,4,26-09-2023 02:25:00
66,Funan Mall,4,26-09-2023 02:26:00
66,Funan Mall,2,26-09-2023 02:27:00
66,Funan Mall,2,26-09-2023 02:28:00
66,Funan Mall,2,26-09-2023 02:29:00
66,Funan Mall,3,26-09-2023 02:30:00
66,Funan Mall,3,26-09-2023 02:31:00
66,Funan Mall,3,26-09-2023 02:32:00
66,Funan Mall,3,26-09-2023 02:33:00
66,Funan Mall,3,26-09-2023 02:34:00
66,Funan Mall,3,26-09-2023 02:35:00
66,Funan Mall,3,26-09-2023 02:36:00
66,Funan Mall,3,26-09-2023 02:37:00
66,Funan Mall,3,26-09-2023 02:38:00
66,Funan Mall,3,26-09-2023 02:39:00
66,Funan Mall,2,26-09-2023 02:40:00
66,Funan Mall,2,26-09-2023 02:41:00
66,Funan Mall,2,26-09-2023 02:42:00
66,Funan Mall,2,26-09-2023 02:43:00
66,Funan Mall,2,26-09-2023 02:44:00
66,Funan Mall,2,26-09-2023 02:45:00
66,Funan Mall,2,26-09-2023 02:49:01
66,Funan Mall,2,26-09-2023 02:50:01
66,Funan Mall,2,26-09-2023 02:51:01
66,Funan Mall,-1,26-09-2023 02:52:01
66,Funan Mall,-1,26-09-2023 02:53:01
66,Funan Mall,-1,26-09-2023 02:54:01
66,Funan Mall,-1,26-09-2023 02:55:01
66,Funan Mall,3,26-09-2023 02:56:00
66,Funan Mall,3,26-09-2023 02:57:00
66,Funan Mall,3,26-09-2023 02:58:00
66,Funan Mall,3,26-09-2023 02:59:00
66,Funan Mall,3,26-09-2023 03:00:00
66,Funan Mall,3,26-09-2023 03:01:00
66,Funan Mall,3,26-09-2023 03:02:00
66,Funan Mall,3,26-09-2023 03:03:00
66,Funan Mall,3,26-09-2023 03:04:00
66,Funan Mall,3,26-09-2023 03:05:00
66,Funan Mall,3,26-09-2023 03:06:00
66,Funan Mall,3,26-09-2023 03:07:00
66,Funan Mall,3,26-09-2023 03:08:00
66,Funan Mall,3,26-09-2023 03:09:00
66,Funan Mall,3,26-09-2023 03:10:00
66,Funan Mall,3,26-09-2023 03:11:00
66,Funan Mall,2,26-09-2023 03:12:00
66,Funan Mall,2,26-09-2023 03:13:00
66,Funan Mall,2,26-09-2023 03:14:00
66,Funan Mall,2,26-09-2023 03:15:00
66,Funan Mall,3,26-09-2023 03:17:00
66,Funan Mall,3,26-09-2023 03:19:00
66,Funan Mall,3,26-09-2023 03:20:00
66,Funan Mall,3,26-09-2023 03:21:00
66,Funan Mall,3,26-09-2023 03:22:00
66,Funan Mall,3,26-09-2023 03:23:00
66,Funan Mall,3,26-09-2023 03:24:00
66,Funan Mall,3,26-09-2023 03:25:00
66,Funan Mall,3,26-09-2023 03:26:00
66,Funan Mall,-3,26-09-2023 03:27:00
66,Funan Mall,-3,26-09-2023 03:28:00
66,Funan Mall,-3,26-09-2023 03:29:00
66,Funan Mall,-1,26-09-2023 03:30:01
66,Funan Mall,-1,26-09-2023 03:31:01
66,Funan Mall,-1,26-09-2023 03:32:01
66,Funan Mall,-1,26-09-2023 03:33:01
66,Funan Mall,-1,26-09-2023 03:34:01
66,Funan Mall,-1,26-09-2023 03:35:01
66,Funan Mall,-1,26-09-2023 03:36:00
66,Funan Mall,0,26-09-2023 03:37:00
66,Funan Mall,0,26-09-2023 03:38:00
66,Funan Mall,0,26-09-2023 03:39:00
66,Funan Mall,2,26-09-2023 03:40:00
66,Funan Mall,2,26-09-2023 03:41:00
66,Funan Mall,2,26-09-2023 03:42:00
66,Funan Mall,2,26-09-2023 03:43:00
66,Funan Mall,2,26-09-2023 03:44:00
66,Funan Mall,2,26-09-2023 03:45:00
66,Funan Mall,2,26-09-2023 03:46:00
66,Funan Mall,2,26-09-2023 03:47:00
66,Funan Mall,2,26-09-2023 03:48:00
66,Funan Mall,2,26-09-2023 03:49:00
66,Funan Mall,2,26-09-2023 03:50:00
66,Funan Mall,2,26-09-2023 03:51:00
66,Funan Mall,2,26-09-2023 03:52:00
66,Funan Mall,2,26-09-2023 03:53:00
66,Funan Mall,2,26-09-2023 03:54:00
66,Funan Mall,2,26-09-2023 03:55:00
66,Funan Mall,2,26-09-2023 03:56:00
66,Funan Mall,2,26-09-2023 03:57:00
66,Funan Mall,2,26-09-2023 03:58:00
66,Funan Mall,2,26-09-2023 03:59:00
66,Funan Mall,2,26-09-2023 04:00:00
66,Funan Mall,2,26-09-2023 04:01:00
66,Funan Mall,0,26-09-2023 04:02:00
66,Funan Mall,0,26-09-2023 04:03:00
66,Funan Mall,0,26-09-2023 04:04:00
66,Funan Mall,3,26-09-2023 04:05:01
66,Funan Mall,3,26-09-2023 04:06:01
66,Funan Mall,3,26-09-2023 04:07:01
66,Funan Mall,3,26-09-2023 04:08:01
66,Funan Mall,3,26-09-2023 04:09:01
66,Funan Mall,3,26-09-2023 04:10:01
66,Funan Mall,3,26-09-2023 04:11:01
66,Funan Mall,1,26-09-2023 04:12:01
66,Funan Mall,1,26-09-2023 04:13:01
66,Funan Mall,1,26-09-2023 04:14:00
66,Funan Mall,1,26-09-2023 04:15:00
66,Funan Mall,1,26-09-2023 04:16:00
66,Funan Mall,1,26-09-2023 04:17:00
66,Funan Mall,1,26-09-2023 04:18:00
66,Funan Mall,1,26-09-2023 04:19:00
66,Funan Mall,1,26-09-2023 04:20:00
66,Funan Mall,1,26-09-2023 04:21:00
66,Funan Mall,0,26-09-2023 04:22:00
66,Funan Mall,0,26-09-2023 04:23:00
66,Funan Mall,0,26-09-2023 04:24:00
66,Funan Mall,1,26-09-2023 04:25:00
66,Funan Mall,1,26-09-2023 04:26:00
66,Funan Mall,1,26-09-2023 04:27:00
66,Funan Mall,1,26-09-2023 04:28:00
66,Funan Mall,1,26-09-2023 04:29:00
66,Funan Mall,1,26-09-2023 04:30:00
66,Funan Mall,1,26-09-2023 04:31:00
