carparkID,name,carparkOccupancy,timestamp
16,VivoCity P3,120,26-09-2023 00:00:00
16,VivoCity P3,120,26-09-2023 00:01:00
16,VivoCity P3,119,26-09-2023 00:02:00
16,VivoCity P3,119,26-09-2023 00:03:00
16,VivoCity P3,119,26-09-2023 00:04:00
16,VivoCity P3,116,26-09-2023 00:05:00
16,VivoCity P3,116,26-09-2023 00:06:00
16,VivoCity P3,116,26-09-2023 00:07:00
16,VivoCity P3,113,26-09-2023 00:08:00
16,VivoCity P3,113,26-09-2023 00:09:00
16,VivoCity P3,113,26-09-2023 00:10:01
16,VivoCity P3,113,26-09-2023 00:11:00
16,VivoCity P3,111,26-09-2023 00:12:01
16,VivoCity P3,111,26-09-2023 00:13:01
16,VivoCity P3,111,26-09-2023 00:14:01
16,VivoCity P3,111,26-09-2023 00:15:01
16,VivoCity P3,111,26-09-2023 00:16:00
16,VivoCity P3,111,26-09-2023 00:17:00
16,VivoCity P3,109,26-09-2023 00:18:00
16,VivoCity P3,109,26-09-2023 00:19:00
16,VivoCity P3,109,26-09-2023 00:20:00
16,VivoCity P3,109,26-09-2023 00:21:00
16,VivoCity P3,104,26-09-2023 00:22:00
16,VivoCity P3,104,26-09-2023 00:23:00
16,VivoCity P3,104,26-09-2023 00:24:00
16,VivoCity P3,104,26-09-2023 00:25:00
16,VivoCity P3,104,26-09-2023 00:26:00
16,VivoCity P3,104,26-09-2023 00:27:00
16,VivoCity P3,105,26-09-2023 00:28:00
16,VivoCity P3,105,26-09-2023 00:29:00
16,VivoCity P3,105,26-09-2023 00:30:00
16,VivoCity P3,105,26-09-2023 00:31:00
16,VivoCity P3,105,26-09-2023 00:32:00
16,VivoCity P3,105,26-09-2023 00:33:00
16,VivoCity P3,105,26-09-2023 00:34:00
16,VivoCity P3,105,26-09-2023 00:35:00
16,VivoCity P3,105,26-09-2023 00:36:00
16,VivoCity P3,105,26-09-2023 00:37:00
16,VivoCity P3,106,26-09-2023 00:38:00
16,VivoCity P3,106,26-09-2023 00:39:00
16,VivoCity P3,106,26-09-2023 00:40:00
16,VivoCity P3,106,26-09-2023 00:41:00
16,VivoCity P3,106,26-09-2023 00:42:01
16,VivoCity P3,106,26-09-2023 00:43:00
16,VivoCity P3,104,26-09-2023 00:44:01
16,VivoCity P3,104,26-09-2023 00:45:00
16,VivoCity P3,104,26-09-2023 00:46:01
16,VivoCity P3,104,26-09-2023 00:47:01
16,VivoCity P3,104,26-09-2023 00:48:01
16,VivoCity P3,104,26-09-2023 00:49:00
16,VivoCity P3,104,26-09-2023 00:50:00
16,VivoCity P3,104,26-09-2023 00:51:00
16,VivoCity P3,104,26-09-2023 00:52:00
16,VivoCity P3,104,26-09-2023 00:53:00
16,VivoCity P3,103,26-09-2023 00:54:00
16,VivoCity P3,103,26-09-2023 00:55:00
16,VivoCity P3,103,26-09-2023 00:56:00
16,VivoCity P3,103,26-09-2023 00:57:00
16,VivoCity P3,102,26-09-2023 00:58:00
16,VivoCity P3,102,26-09-2023 00:59:00
16,VivoCity P3,102,26-09-2023 01:00:12
16,VivoCity P3,102,26-09-2023 01:01:00
16,VivoCity P3,102,26-09-2023 01:02:01
16,VivoCity P3,102,26-09-2023 01:03:00
16,VivoCity P3,102,26-09-2023 01:04:01
16,VivoCity P3,102,26-09-2023 01:05:00
16,VivoCity P3,102,26-09-2023 01:06:01
16,VivoCity P3,102,26-09-2023 01:07:00
16,VivoCity P3,102,26-09-2023 01:08:01
16,VivoCity P3,102,26-09-2023 01:09:01
16,VivoCity P3,102,26-09-2023 01:10:01
16,VivoCity P3,102,26-09-2023 01:11:01
16,VivoCity P3,102,26-09-2023 01:12:00
16,VivoCity P3,102,26-09-2023 01:13:00
16,VivoCity P3,102,26-09-2023 01:14:00
16,VivoCity P3,102,26-09-2023 01:15:00
16,VivoCity P3,102,26-09-2023 01:16:00
16,VivoCity P3,102,26-09-2023 01:17:00
16,VivoCity P3,102,26-09-2023 01:18:00
16,VivoCity P3,102,26-09-2023 01:19:00
16,VivoCity P3,102,26-09-2023 01:20:00
16,VivoCity P3,102,26-09-2023 01:21:00
16,VivoCity P3,102,26-09-2023 01:22:00
16,VivoCity P3,102,26-09-2023 01:23:00
16,VivoCity P3,102,26-09-2023 01:24:00
16,VivoCity P3,102,26-09-2023 01:25:00
16,VivoCity P3,102,26-09-2023 01:26:00
16,VivoCity P3,102,26-09-2023 01:27:00
16,VivoCity P3,93,26-09-2023 02:10:02
16,VivoCity P3,93,26-09-2023 02:11:00
16,VivoCity P3,93,26-09-2023 02:12:01
16,VivoCity P3,93,26-09-2023 02:13:01
16,VivoCity P3,93,26-09-2023 02:14:01
16,VivoCity P3,93,26-09-2023 02:15:01
16,VivoCity P3,93,26-09-2023 02:16:01
16,VivoCity P3,93,26-09-2023 02:17:00
16,VivoCity P3,93,26-09-2023 02:18:00
16,VivoCity P3,93,26-09-2023 02:19:00
16,VivoCity P3,93,26-09-2023 02:20:00
16,VivoCity P3,93,26-09-2023 02:21:00
16,VivoCity P3,93,26-09-2023 02:22:00
16,VivoCity P3,93,26-09-2023 02:23:00
16,VivoCity P3,93,26-09-2023 02:24:00
16,VivoCity P3,93,26-09-2023 02:25:00
16,VivoCity P3,93,26-09-2023 02:26:00
16,VivoCity P3,93,26-09-2023 02:27:00
16,VivoCity P3,93,26-09-2023 02:28:00
16,VivoCity P3,93,26-09-2023 02:29:00
16,VivoCity P3,93,26-09-2023 02:30:00
16,VivoCity P3,93,26-09-2023 02:31:00
16,VivoCity P3,93,26-09-2023 02:32:00
16,VivoCity P3,93,26-09-2023 02:33:00
16,VivoCity P3,93,26-09-2023 02:34:00
16,VivoCity P3,93,26-09-2023 02:35:00
16,VivoCity P3,93,26-09-2023 02:36:00
16,VivoCity P3,93,26-09-2023 02:37:00
16,VivoCity P3,93,26-09-2023 02:38:00
16,VivoCity P3,93,26-09-2023 02:39:00
16,VivoCity P3,93,26-09-2023 02:40:00
16,VivoCity P3,93,26-09-2023 02:41:00
16,VivoCity P3,93,26-09-2023 02:42:00
16,VivoCity P3,93,26-09-2023 02:43:00
16,VivoCity P3,93,26-09-2023 02:44:00
16,VivoCity P3,93,26-09-2023 02:45:00
16,VivoCity P3,92,26-09-2023 02:49:01
16,VivoCity P3,92,26-09-2023 02:50:01
16,VivoCity P3,92,26-09-2023 02:51:01
16,VivoCity P3,93,26-09-2023 02:52:01
16,VivoCity P3,93,26-09-2023 02:53:01
16,VivoCity P3,93,26-09-2023 02:54:01
16,VivoCity P3,93,26-09-2023 02:55:01
16,VivoCity P3,93,26-09-2023 02:56:00
16,VivoCity P3,93,26-09-2023 02:57:00
16,VivoCity P3,93,26-09-2023 02:58:00
16,VivoCity P3,93,26-09-2023 02:59:00
16,VivoCity P3,93,26-09-2023 03:00:00
16,VivoCity P3,93,26-09-2023 03:01:00
16,VivoCity P3,93,26-09-2023 03:02:00
16,VivoCity P3,93,26-09-2023 03:03:00
16,VivoCity P3,93,26-09-2023 03:04:00
16,VivoCity P3,93,26-09-2023 03:05:00
16,VivoCity P3,93,26-09-2023 03:06:00
16,VivoCity P3,93,26-09-2023 03:07:00
16,VivoCity P3,93,26-09-2023 03:08:00
16,VivoCity P3,94,26-09-2023 03:09:00
16,VivoCity P3,94,26-09-2023 03:10:00
16,VivoCity P3,94,26-09-2023 03:11:00
16,VivoCity P3,93,26-09-2023 03:12:00
16,VivoCity P3,93,26-09-2023 03:13:00
16,VivoCity P3,93,26-09-2023 03:14:00
16,VivoCity P3,93,26-09-2023 03:15:00
16,VivoCity P3,93,26-09-2023 03:17:00
16,VivoCity P3,93,26-09-2023 03:19:00
16,VivoCity P3,93,26-09-2023 03:20:00
16,VivoCity P3,93,26-09-2023 03:21:00
16,VivoCity P3,93,26-09-2023 03:22:00
16,VivoCity P3,93,26-09-2023 03:23:00
16,VivoCity P3,93,26-09-2023 03:24:00
16,VivoCity P3,93,26-09-2023 03:25:00
16,VivoCity P3,93,26-09-2023 03:26:00
16,VivoCity P3,93,26-09-2023 03:27:00
16,VivoCity P3,93,26-09-2023 03:28:00
16,VivoCity P3,93,26-09-2023 03:29:00
16,VivoCity P3,93,26-09-2023 03:30:01
16,VivoCity P3,93,26-09-2023 03:31:01
16,VivoCity P3,93,26-09-2023 03:32:01
16,VivoCity P3,93,26-09-2023 03:33:01
16,VivoCity P3,93,26-09-2023 03:34:01
16,VivoCity P3,93,26-09-2023 03:35:01
16,VivoCity P3,93,26-09-2023 03:36:00
16,VivoCity P3,93,26-09-2023 03:37:00
16,VivoCity P3,93,26-09-2023 03:38:00
16,VivoCity P3,93,26-09-2023 03:39:00
16,VivoCity P3,93,26-09-2023 03:40:00
16,VivoCity P3,93,26-09-2023 03:41:00
16,VivoCity P3,93,26-09-2023 03:42:00
16,VivoCity P3,93,26-09-2023 03:43:00
